location,TU.ID,TU.type,alt_TSS..TU.type...an.or.n.,genes,Sense.tags,genename,Annotation..cyanobase.,Entrez_GeneID,X15C,X42C,X.CO2,Darkness,X.Fe,Hl,X.N,X.P,Exp..p.,Stat..p.,Median
Chr,TU352,ga,,2,"slr0980, slr0981","slr0980, slr0981","hypothetical protein, hypothetical protein","953517, 953518",1822,1001,1323,56,2400,1574,2635,2193,2228,270,1698
Chr,TU353,ga,,6,"slr0982, slr0983, slr0984, slr0985, slr1610, slr1611","slr0982, rfbF, rfbG, rfbC, slr1610, slr1611","probable polysaccharide ABC transporter ATP bindin g subunit, glucose-1-phosphate cytidylyltransferase, CDP-glucose 4,6-dehydratase, dTDP-4-dehydrorhamnose 3,5-epimerase, putative C-3 methyl transferase, hypothetical protein","953519, 953520, 953521, 953522, 953523, 953524",3164,67,230,0,927,374,941,330,679,45,352
Chr,TU2350,g,,2,"slr0990, slr0992","slr0990, slr0992","hypothetical protein, probable tRNA/rRNA methyltransferase","955020, 953281",767,200,345,187,563,724,301,737,377,180,361
Chr,TU628,i,,0,slr1019,slr1019,phenazine biosynthetic protein PhzF homolog ,953772,240,0,211,0,413,320,376,233,628,45,236.5
Chr,TU640,gai,,2,"slr1024, slr1025","slr1024, slr1025","fibrillin, hypothetical protein","953782, 953783",719,100,230,37,241,338,527,194,201,90,215.5
Chr,TU647,i,,0,slr1028,slr1028,unknown protein ,953786,671,33,211,75,252,133,565,427,377,270,261
Chr,TU653,ai,,0,slr1028,slr1028,unknown protein,953786,431,100,288,0,498,326,527,388,372,45,349
Chr,TU655,i,,0,slr1028,slr1028,unknown protein ,953786,336,33,268,0,530,386,1054,252,389,45,302
Chr,TU668,ai,,0,slr1039,slr1039,hypothetical protein,953802,1342,67,729,0,525,380,527,485,60,180,432.5
Chr,TU479,ga,,1,slr1041,slr1041,two-component response regulator PatA subfamily,953644,2445,2502,1937,0,3863,3631,2899,2290,8988,540,2473.5
Chr,TU481,ga,,5,"slr1042, slr1043, slr1044, slr1045, slr1046","slr1042, cheW, ctr1, ycf63, slr1046","two-component response regulator CheY subfamily, similar to chemotaxis protein CheW, methyl-accepting chemotaxis protein, required for the biogenesis of thick pilli, hypothetical protein YCF63, putative TatA protein","953646, 953647, 953648, 953649, 953650",2636,267,2550,37,9757,6683,3689,1688,5606,901,2593
Chr,TU483,i,,0,slr1046,slr1046,putative TatA protein ,953650,2589,67,1150,0,1656,1357,301,524,1542,270,837
Chr,TU484,ga,,2,"slr1047, slr1048","slr1047, slr1048","hypothetical protein, hypothetical protein","953651, 953652",5992,1601,4755,0,2138,1821,3388,3746,1317,2612,2375
Chr,TU490,g,,2,"slr1051, slr1052","slr1051, slr1052","enoyl-[acyl-carrier-protein] reductase, hypothetical protein","953656, 953657",240,67,96,0,557,995,151,349,217,0,184
Chr,TU362,g,,2,"slr1075, slr1076","slr1075, slr1076","putative transposase [ISY100_b], plobable glycosyltransferase","953546, 953547",767,67,518,19,847,651,1092,602,445,135,560
Chr,TU366,g,,1,slr1079,slr1079,unknown protein,953552,4218,18511,9990,5495,6263,4578,11368,9510,1740,7746,7004.5
Chr,TU369,ga,,6,"slr1081, slr1082, slr1083, slr1084, slr1085, slr1087","slr1081, slr1082, slr1083, slr1084, slr1085, slr1087","hypothetical protein, unknown protein, hypothetical protein, unknown protein, probable glycosyltransferase, hypothetical protein","953554, 953555, 953556, 953557, 953558, 953559",1534,6004,2838,542,2727,2039,4442,3765,843,2117,2422
Chr,TU379,g,,1,slr1090,slr1090,GTP-binding protein,953567,1774,667,1476,878,847,621,866,951,290,991,872
Chr,TU185,g,,1,slr1095,slr1095,hypothetical protein,953373,2301,1034,1170,0,2840,1025,3124,835,4639,315,1102
Chr,TU186,g,,4,"slr1096, slr1097, slr1098, slr1099","slr1096, slr1097, slr1098, ubiX","dihydrolipoamide dehydrogenase, hypothetical protein, hypothetical protein, 3-octaprenyl-4-hydroxybenzoate carboxy-lyase","953374, 953375, 953376, 953377",3787,33,940,19,4693,7195,1318,1630,6442,180,1474
Chr,TU191,ga,,2,"slr1103, slr1104","slr1103, slr1104","hypothetical protein, hypothetical protein","953381, 953382",2924,2268,4027,9737,2202,2557,4630,3881,1063,3738,3331
Chr,TU195,ga,,1,slr1105,slr1105,GTP-binding protein TypA/BipA homolog,953383,54646,2568,8839,168,9971,15253,4329,3823,3965,4728,4528.5
Chr,TU199,g,,1,slr1106,slr1106,prohibitin,953388,1198,133,422,56,1709,1194,602,854,1488,225,728
Chr,TU212,ga,,3,"slr1109, slr1110, slr1772","slr1109, slr1110, slr1772","similar to ankyrin, hypothetical protein, probable hydrolase, periplasmic protein","953397, 953398, 953399",96,100,326,37,311,573,264,252,232,0,242
Chr,TU57,ga,,5,"slr1113, slr1114, slr1115, slr1116, slr1117","slr1113, slr1114, slr1115, slr1116, slr1117","ATP-binding protein of ABC transporter, hypothetical protein, probable methyltransferase, hypothetical protein, hypothetical protein","952638, 952674, 952681, 952717, 952830",1055,534,863,56,1259,754,1393,1184,867,270,865
Chr,TU61,g,,1,slr1118,slr1118,UDP-N-acetyl-D-mannosaminuronic acid transferase,952865,959,100,441,37,707,495,452,524,331,90,446.5
Chr,TU71,g,,1,slr1120,slr1120,type 4 prepilin peptidase,952892,1055,567,940,486,847,543,1543,951,319,585,716
Chr,TU80,ga,,2,"slr1124, slr1125","slr1124, slr1125","phosphoglycerate mutase, probable glucosyl transferase","953121, 953126",2301,167,920,37,1843,2798,414,718,3733,180,819
Chr,TU84,ga,,2,"slr1127, slr1128","slr1127, slr1128","unknown protein, hypothetical protein","953134, 953138",6231,6303,3834,10578,9038,7081,8245,6890,3393,5944,6596.5
Chr,TU799,n,alt,0,"slr1142, slr1143","slr1142, slr1143","hypothetical protein, hypothetical protein","953922, 953923",1965,0,77,0,359,362,1167,78,1602,0,218.5
Chr,TU800,ga,,2,"slr1142, slr1143","slr1142, slr1143","hypothetical protein, hypothetical protein","953922, 953923",2349,267,863,93,1891,2069,678,699,4216,270,781
Chr,TU806,ai,,0,slr1145,slr1145,Monocomponent sodium-dependent glutamate permease GltS,953926,6423,3702,11236,1346,3579,3830,5459,6715,643,6890,4644.5
Chr,TU1982,ga,,1,slr1152,slr1152,hypothetical protein,953045,719,1635,5829,523,1276,555,33202,3901,5163,1081,1455.5
Chr,TU1999,g,,2,"slr1161, slr1162","slr1161, slr1162","hypothetical protein, unknown protein","953038, 954979",1390,67,2128,0,1222,495,2597,1203,3745,450,1212.5
Chr,TU2003,ga,,1,slr1164,slr1164,ribonucleotide reductase subunit alpha,954980,623,300,326,766,1104,1647,4668,893,435,45,694.5
Chr,TU2006,g,,2,"slr1165, slr1166","slr1165, slr1166","sulfate adenylyltransferase, UDP-glucose:tetrahydrobiopterin glucosyltransferas e","953036, 954961",719,33,173,56,504,706,0,272,288,0,222.5
Chr,TU2015,ga,,1,"slr1174, SyR49","slr1174, SyR49","hypothetical protein, ncRNA","953008, NA",1965,167,1093,37,2015,2117,1619,1087,1063,360,1090
Chr,TU3679,g,,2,"slr1176, slr1177","slr1176, slr1177","glucose-1-phosphate adenylyltransferase, hypothetical protein","951909, 954933",3212,534,1035,75,1795,3184,489,776,1428,360,905.5
Chr,TU3680,ga,,2,"slr1178, slr1179","slr1178, slr1179","hypothetical protein, hypothetical protein","954951, 951908",2013,1401,1016,336,745,1291,1694,1902,1126,135,1208.5
Chr,TU3686,ga,,3,"slr1187, slr1188, slr1189","slr1187, slr1188, slr1189","unknown protein, hypothetical protein, unknown protein","951897, 954936, 951876",14237,4970,12099,523,14070,14451,20629,9665,10339,1666,11219
Chr,TU3687,g,,1,slr1192,slr1192,zinc-containing alcohol dehydrogenase,951896,10594,30852,8954,150,7656,7069,11143,11043,3245,1666,8305
Chr,TU881,ga,,4,"slr1194, slr1195, slr1196, slr1197","slr1194, slr1195, slr1196, slr1197","hypothetical protein, hypothetical protein, periplasmic protein, function unknown, SMF protein","953996, 953997, 953998, 953999",671,534,230,131,348,296,527,97,280,270,288
Chr,TU888,g,,2,"slr1200, slr1201","slr1200, slr1201","urea transport system permease protein, urea transport system permease protein","954004, 954005",10066,334,824,206,1506,1333,12460,951,6186,766,1142
Chr,TU889,g,,1,slr1202,slr1202,lactose ABC transporter permease,954006,479,200,671,0,536,422,527,466,130,135,444
Chr,TU890,g,,1,slr1203,slr1203,hypothetical protein,954007,623,67,479,0,364,416,791,194,184,90,279
Chr,TU891,ga,,1,slr1204,slr1204,serine protease HtrA,954008,10258,8038,11294,5887,1752,5627,41446,14886,27,6214,7126
Chr,TU893,ga,,3,"slr1205, slr1206, slr1207, ncr0370","slr1205, slr1206, slr1207, ncr0370","similar to chlorobenzene dioxygenase, ferredoxin c omponent, hypothetical protein, hypothetical protein, ncRNA","954009, 954010, 954011, NA",4889,133,1611,0,3413,3142,3049,2562,3245,585,2805.5
Chr,TU1048,ga,,1,slr1223,slr1223,cell division inhibitor,954130,1150,300,614,0,825,905,1468,1397,565,45,719.5
Chr,TU1049,ga,,1,slr1224,slr1224,ATP-binding protein of sugar ABC transporter,954131,623,33,96,0,204,223,264,97,631,0,150.5
Chr,TU1051,ga,,1,slr1225,slr1225,protein kinase PknA,954132,1678,1368,805,280,2175,1556,3087,1591,462,585,1462
Chr,TU1054,n,alt,0,slr1227,slr1227,chloroplastic outer envelope membrane protein homolog,954135,815,33,211,0,739,826,1016,427,1967,0,583
Chr,TU1055,ga,,1,slr1227,slr1227,chloroplastic outer envelope membrane protein homolog,954135,383,233,575,0,3842,1267,1732,1203,1126,90,850.5
Chr,TU1060,ga,,3,"slr1228, slr1229, slr1230","slr1228, slr1229, slr1230","peptide-chain-release factor 3, sulfate permease, hypothetical protein","954136, 954137, 954138",15483,4736,9299,1757,8701,9698,6098,9335,4376,5449,7399.5
Chr,TU1067,ga,,2,"slr1233, ssr2049","slr1233, ssr2049","succinate dehydrogenase flavoprotein subunit, unknown protein","954142, 954143",671,367,978,374,1656,1526,1845,2504,1027,315,1002.5
Chr,TU1069,g,,1,slr1234,slr1234,protein kinase C inhibitor,954144,671,67,403,0,273,314,527,563,454,0,358.5
Chr,TU1077,g,,1,slr1237,slr1237,cytosine deaminase,954150,192,33,230,0,236,115,979,97,174,0,144.5
Chr,TU1079,ai,,0,slr1237,slr1237,cytosine deaminase,954150,479,100,326,0,568,374,791,349,179,270,337.5
Chr,TU1428,ga,,4,"slr1247, slr1248, slr1249, slr1250","slr1247, slr1248, slr1249, slr1250","phosphate-binding periplasmic protein precursor (P BP), phosphate transport system permease protein PstC h omolog, phosphate transport system permease protein PstA h omolog, phosphate transport ATP-binding protein PstB homol og","954489, 954490, 954491, 954493",0,33,38,19,113,54,75,16516,36,45,41.5
Chr,TU1430,ga,,1,slr1251,slr1251,peptidyl-prolyl cis-trans isomerase,954497,8916,734,2454,37,3290,4029,2861,3105,2363,450,2657.5
Chr,TU1446,ga,,4,"slr1259, slr1260, slr1261, slr1262","slr1259, slr1260, slr1261, slr1262","hypothetical protein, hypothetical protein, hypothetical protein, hypothetical protein","954509, 954510, 954511, 954512",815,934,1323,93,1356,332,21608,4056,635,450,874.5
Chr,TU1938,ga,,3,"slr1266, slr1267, slr1269","slr1266, ftsW, ggt","hypothetical protein, cell division protein FtsW, gamma-glutamyltranspeptidase","952201, 952196, 953078",863,133,326,0,916,772,2635,660,411,0,535.5
Chr,TU1942,ga,,2,"slr1270, slr1271","slr1270, slr1271","periplasmic protein, function unknown, probable UDP-N-acetyl-D-mannosaminuronic acid tran sferase","952447, 952285",6663,1001,1630,19,3542,3926,3877,2115,1761,630,1938
Chr,TU1944,an,alt,0,"slr1272, slr1273, ncr0830, slr1274, slr1275, slr1276","slr1272, slr1273, ncr0830, pilM, slr1275, slr1276",NA,NA,23920,10173,24926,337,35801,31592,53680,47723,27922,4773,26424
Chr,TU1945,g,,5,"slr1272, slr1273, ncr0830, slr1274, slr1275, slr1276","slr1272, slr1273, ncr0830, pilM, slr1275, slr1276","probable porin: major outer membrane protein, hypothetical protein, ncRNA, probable fimbrial assembly protein PilM, required for motility, hypothetical protein, hypothetical protein","953265, 953076, NA, 953077, 954997, 953075",288,834,441,579,825,603,1129,1281,2291,90,714
Chr,TU1946,ga,,1,slr1277,slr1277,general secretion pathway protein D,954610,815,334,1841,19,2802,3257,2861,1611,4746,315,1726
Chr,TU1951,ai,,0,slr1278,slr1278,hypothetical protein YCF62,952459,7957,600,5944,1065,3231,6936,2899,5783,5821,1171,4507
Chr,TU1956,g,,2,"slr1282, slr1283","slr1282, slr1283","putative transposase [ISY508_b], putative transposase [ISY508_b]","953068, 953067",431,167,345,0,536,917,1280,272,379,0,362
Chr,TU295,g,,1,slr1299,slr1299,UDP-glucose dehydrogenase,953468,815,0,307,0,1795,1592,339,505,1486,315,422
Chr,TU296,g,,1,slr1300,slr1300,2-octaprenyl-6-methoxyphenyl hydroxylase,953469,4602,1734,2435,205,4372,3968,4329,1300,1418,946,2084.5
Chr,TU14,ga,,1,slr1312,slr1312,arginine decarboxylase,951929,671,400,383,0,638,736,339,582,2092,90,491
Chr,TU17,ga,,1,slr1315,slr1315,hypothetical protein,951956,431,1901,1016,0,616,694,1506,1009,930,360,812
Chr,TU19,g,,1,slr1316,slr1316,ABC-type iron(III) dicitrate transport system permease protein,952002,0,400,77,19,3311,187,75,39,138,45,76
Chr,TU21,i,,0,slr1317,slr1317,ABC-type iron(III) dicitrate transport system permease protein,952009,48,33,77,19,702,145,151,39,271,45,62.5
Chr,TU23,ga,,2,"slr1318, slr1319","slr1318, slr1319","iron(III) dicitrate transport system ATP-binding protein, iron(III) dicitrate transport system substrate-binding protein","952018, 952022",288,300,192,0,6258,368,188,175,217,0,204.5
Chr,TU1690,ai,,0,slr1324,slr1324,two-component hybrid sensor and regulator,954750,623,167,403,280,375,259,1054,485,97,135,327.5
Chr,TU1696,n,alt,0,"slr1325, ncr0680","slr1325, ncr0680","GTP pyrophosphokinase, ncRNA","954753, NA",383,67,479,0,718,567,1054,291,150,135,337
Chr,TU1697,ga,,1,"slr1325, ncr0680","slr1325, ncr0680","GTP pyrophosphokinase, ncRNA","954753, NA",719,1801,3030,93,1527,748,5684,3299,689,180,1137.5
Chr,TU1781,ga,,1,slr1336,slr1336,H+/Ca2+ exchanger,954844,527,300,1131,0,1131,2473,1468,543,1087,90,815
Chr,TU1786,g,,3,"slr1338, slr1339, slr1340","slr1338, slr1339, slr1340","hypothetical protein, hypothetical protein, unknown protein","954850, 954852, 954853",240,400,1170,0,1200,766,3350,1339,1075,270,920.5
Chr,TU1795,g,,1,slr1344,slr1344,hypothethical protein,954861,6567,800,2665,37,2904,1791,3915,2445,1104,315,2118
Chr,TU1796,i,,0,slr1344,slr1344,hypothetical protein ,954861,144,100,288,0,11,0,264,78,0,540,89
Chr,TU1800,g,,2,"slr1347, slr1348, SYR51","slr1347, cysE, SYR51","beta-type carbonic anhydrase localized in the carboxysome, serine acetyltransferase, ncRNA","954866, 954867, NA",6903,1267,3624,0,3113,5543,2484,2387,1687,315,2435.5
Chr,TU1802,g,,1,slr1349,slr1349,glucose-6-phosphate isomerase,954868,1726,167,748,56,4351,5223,2296,1223,6910,135,1474.5
Chr,TU1136,ga,,1,slr1363,slr1363,hypothetical protein,954200,719,33,345,0,573,374,1205,679,577,135,473.5
Chr,TU1138,i,,0,slr1363,slr1363,hypothetical protein ,954200,288,267,268,19,246,211,715,485,85,0,256.5
Chr,TU1149,an,alt,0,slr1367,slr1367,glycogen phosphorylase,954209,1103,0,134,0,1051,1116,5496,446,1215,180,748.5
Chr,TU1150,ga,,1,slr1367,slr1367,glycogen phosphorylase,954209,767,167,230,19,2202,1273,9900,1029,1522,315,898
Chr,TU671,ga,,2,"slr1376, slr1377","slr1376, slr1377","hypothetical protein, leader peptidase I (signal peptidase I)","953803, 953804",25262,27083,26230,2430,25996,17418,34406,24609,8075,6710,24935.5
Chr,TU676,n,alt,0,"slr1385, ssr2318","slr1385, ssr2318","unknown protein, unknown protein","953815, 953816",767,0,383,19,273,157,715,291,196,90,234.5
Chr,TU677,ga,,2,"slr1385, ssr2318","slr1385, ssr2318","unknown protein, unknown protein","953815, 953816",5033,3035,3221,692,3552,3046,5647,4250,2697,1171,3133.5
Chr,TU695,ga,,2,"slr1394, ssr2340","slr1394, ssr2340","hypothetical protein, hypothetical protein","953832, NA",2253,100,997,37,664,277,1468,776,440,450,557
Chr,TU698,ga,,1,slr1396,slr1396,unknown protein,953835,863,33,633,0,1822,784,903,1145,10409,45,823.5
Chr,TU700,g,,1,slr1397,slr1397,unknown protein,953836,240,300,268,467,1297,2431,414,427,3223,45,420.5
Chr,TU1209,g,,1,slr1403,slr1403,integrin subunits alpha.beta4,954264,48,0,0,0,16,66,113,543,2,0,9
Chr,TU1210,i,,0,slr1403,slr1403,unknown protein ,954264,288,200,249,37,723,495,301,349,268,135,278
Chr,TU1215,i,,0,slr1403,slr1403,unknown protein ,954264,288,33,173,0,338,235,264,175,660,0,205
Chr,TU1216,ai,,0,slr1403,slr1403,unknown protein,954264,1198,867,1150,56,1993,1236,903,1533,1213,315,1174
Chr,TU1219,ai,,0,slr1403,slr1403,unknown protein,954264,3260,600,1112,37,2261,1152,1845,970,1232,315,1132
Chr,TU1222,n,alt,0,"slr1406, slr1407, slr1409, slr1410","slr1406, slr1407, slr1409, slr1410","periplasmic protein, function unknown, unknown protein, periplasmic WD-repeat protein, periplasmic WD-repeat protein","954266, 954267, 954268, 954269",1294,367,1284,37,863,2184,2522,1902,1474,0,1289
Chr,TU1223,ga,,4,"slr1406, slr1407, slr1409, slr1410","slr1406, slr1407, slr1409, slr1410","periplasmic protein, function unknown, unknown protein, periplasmic WD-repeat protein, periplasmic WD-repeat protein","954266, 954267, 954268, 954269",3116,800,4755,0,2250,5157,6249,4289,2653,180,2884.5
Chr,TU172,gai,,1,slr1416,slr1416,MorR protein,953364,1438,334,556,131,809,784,452,912,420,270,504
Chr,TU3438,gi,,2,"slr1419, slr1420","slr1419, slr1420","hypothetical protein, probable sugar kinase","952068, 951992",863,267,460,112,509,398,1016,330,140,180,364
Chr,TU3467,ga,,1,slr1431,slr1431,hypothetical protein,952055,4842,300,1783,38,3134,2973,2221,893,841,900,1341.5
Chr,TU1108,g,,2,"slr1442, slr1443","slr1442, slr1443","hypothetical protein, serine/threonine kinase","954177, 954178",4218,1935,5081,75,3724,4071,9260,4425,3518,1531,3897.5
Chr,TU1118,i,,0,slr1448,slr1448,fructokinase,954184,144,33,115,19,220,205,113,19,843,0,114
Chr,TU3472,ai,,0,slr1451,slr1451,hypothetical protein,952050,5177,3502,6385,56,7319,4427,7566,5492,2955,1306,4802
Chr,TU3474,ai,,0,slr1455,slr1455,sulfate transport system ATP-binding protein,952126,719,67,173,0,380,476,188,155,718,135,180.5
Chr,TU3480,i,,0,slr1457,slr1457,chromate transport protein,952140,1486,500,1515,19,1447,1261,753,1320,1312,811,1286.5
Chr,TU3490,ai,,0,slr1462,slr1462,hypothetical protein,953329,527,100,173,56,450,344,226,194,201,90,197.5
Chr,TU1895,g,,1,slr1467,slr1467,precorrin-8X methylmutase,955007,5225,1601,3317,729,3981,4409,2823,5919,1271,3287,3302
Chr,TU1914,ai,,0,slr1478,slr1478,hypothetical protein,953095,575,300,230,131,380,368,414,679,449,450,397
Chr,TU39,ga,,2,"slr1489, slr1490","slr1489, slr1490","transcriptional regulator, ferrichrome-iron receptor","952197, 952199",48,67,115,0,10769,277,226,97,365,45,106
Chr,TU42,i,,0,slr1490,slr1490,ferrichrome-iron receptor,952199,3739,500,940,56,1120,2997,1054,1572,1665,585,1087
Chr,TU49,ga,,2,"slr1495, slr1496","slr1495, slr1496","hypothetical protein, putative transposase","952407, NA",1150,133,690,0,729,983,2484,233,314,90,502
Chr,TU1622,ai,,0,slr1503,slr1503,hypothetical protein,954670,1773,3169,3010,318,3188,3143,2937,2833,2500,1216,2885
Chr,TU1632,ga,,1,"slr1506, ncr0640","slr1506, ncr0640","hypothetical protein, ncRNA","954679, NA",2732,634,1841,150,1923,1731,2070,3357,1261,360,1786
Chr,TU1634,g,,2,"slr1508, slr1509","slr1508, ktrB/ntpJ","probable glycosyltransferase, membrane subunit of a Ktr-like ion transport syste m","954682, 954683",383,0,38,0,257,320,0,97,619,45,71
Chr,TU1653,g,,2,"slr1519, slr1520","slr1519, slr1520","hypothetical protein, oxidoreductase, aldo/keto reductase family","954698, 954699",24112,17744,19960,206,14659,10898,12611,17059,7589,11663,13635
Chr,TU1654,g,,1,slr1521,slr1521,GTP-binding protein,954700,719,100,499,0,504,121,640,699,232,405,452
Chr,TU1655,g,,1,slr1522,slr1522,transposase,954702,192,767,403,336,986,850,791,582,909,270,674.5
Chr,TU1659,gai,,1,slr1524,slr1524,transposase,954704,3212,300,613,19,590,265,790,776,106,360,475
Chr,TU1969,ga,,1,slr1530,slr1530,hypothetical protein,954988,4554,6504,8187,150,6997,5350,7115,7239,8121,3062,6750.5
Chr,TU989,ai,,0,slr1535,slr1535,hypothetical protein,954083,2493,767,2321,37,3006,1418,2184,1727,2011,360,1869
Chr,TU995,ga,,3,"slr1540, slr1541, slr1542","slr1540, slr1541, slr1542","mRNA-binding protein, hypothetical protein, 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase","954087, 954088, 954089",2061,467,690,0,1854,2183,678,1766,1474,360,1082
Chr,TU997,ga,,1,slr1543,slr1543,DNA-damage-inducible protein F,954090,671,1601,940,392,1013,730,2070,1863,237,360,835
Chr,TU1014,ga,,1,slr1549,slr1549,peptide deformylase,954104,6375,7138,5944,336,8867,6013,12272,5822,4076,1576,5978.5
Chr,TU1021,ai,,0,slr1552,slr1552,unknown protein,954109,527,33,345,75,209,440,640,660,51,270,307.5
Chr,TU3535,ga,,1,slr1556,slr1556,2-hydroxyacid dehydrogenase homolog,952017,575,133,345,150,675,585,565,311,1111,405,485
Chr,TU3537,ai,,0,slr1556,slr1556,2-hydroxyacid dehydrogenase homolog,952017,1917,1868,1400,3439,2068,2666,3200,2077,3339,1306,2072.5
Chr,TU3554,ga,,2,"slr1565, slr1566","slr1565, slr1566","hypothetical protein, hypothetical protein","952329, 953261",2397,1134,920,280,1773,2026,2070,1397,892,135,1265.5
Chr,TU3560,ga,,3,"slr1570, slr1571, slr1572","slr1570, slr1571, slr1572","hypothetical protein, unknown protein, hypothetical protein","954946, 952004, 952240",1917,2101,1457,467,889,1098,1807,1785,1418,1306,1437.5
Chr,TU3565,g,,1,slr1575,slr1575,probable potassium efflux system,952141,48,33,58,0,139,66,1393,78,56,0,57
Chr,TU3567,gi,,2,"slr1576, slr1577","slr1576, slr1577","unknown protein, hypothetical protein","952276, 954458",1294,0,230,0,702,730,301,408,304,90,302.5
Chr,TU3581,n,alt,0,"slr1584, slr1585","slr1584, slr1585","two-component transcription regulator OmpR subfamily, putative transposase [ISY508c(partial copy): 3405449 - 3406337]","954219, 953266",576,933,882,1626,986,1417,339,1223,1539,1711,1104.5
Chr,TU3582,ga,,2,"slr1584, slr1585","slr1584, slr1585","two-component transcription regulator OmpR subfamily, putative transposase [ISY508c(partial copy): 3405449 - 3406337]","954219, 953266",2205,600,3355,934,1709,1454,489,2989,9795,3062,1957
Chr,TU431,g,,1,slr1592,slr1592,probable pseudouridine synthase,953607,336,0,115,0,332,1508,38,19,92,0,65
Chr,TU435,ga,,3,"slr1593, slr1594, slr1595","slr1593, slr1594, nhaS4","hypothetical protein, two-component response regulator PatA subfamily, Na+/H+ antiporter","953608, 953609, 953610",144,67,249,0,589,187,339,78,230,135,165.5
Chr,TU448,ga,,1,slr1598,slr1598,lipoic acid synthetase,953618,10402,4736,6634,93,12736,9686,10728,7647,8544,1081,8095.5
Chr,TU473,ga,,1,slr1608,slr1608,glucose dehydrogenase,953640,0,1001,364,112,536,175,452,427,205,270,317
Chr,TU476,i,,0,slr1609,slr1609,long-chain-fatty-acid CoA ligase,953643,4650,300,1361,56,2920,2256,2560,1281,1553,270,1457
Chr,TU477,ai,,0,slr1609,slr1609,long-chain-fatty-acid CoA ligase,953643,1246,233,556,131,611,507,903,582,742,180,569
Chr,TU355,ga,,22,"slr1612, slr1613, slr1614, slr1615, slr1616, slr1617, slr1618, slr1619, Norf2, slr1062, slr1063, slr1064, slr1065, slr1066, slr1067, slr1068, slr1069, slr1070, slr1071, slr1072, slr1073, slr1074","slr1612, slr1613, slr1614, rfbE, slr1616, slr1617, slr1618, slr1619, Norf2, slr1062, slr1063, slr1064, slr1065, slr1066, slr1067, slr1068, slr1069, slr1070, slr1071, slr1072, slr1073, slr1074","hypothetical protein, hypothetical protein, hypothetical protein, perosamine synthetase, unknown protein, similar to UDP-glucose 4-epimerase, unknown protein, hypothetical protein, NA, unknown protein, probable glycosyltransferase, probable glycosyltransferase, probable glycosyltransferase, unknown protein, UDP-glucose 4-epimerase, hypothetical protein, unknown protein, unknown protein, GDP-D-mannose dehydratase, unknown protein, unknown protein","953525, 953526, 953527, 953528, 953529, 953530, 953531, 953532, NA, 953533, 953534, 953535, 953536, 953537, 953538, 953539, 953540, 953541, 953542, 953543, 953544, 953545",240,600,1189,0,1988,1140,3915,1164,1725,0,1152
Chr,TU2112,n,alt,0,"slr1623, slr1624","slr1623, slr1624","hypothetical protein, hypothetical protein","952105, 953199",144,400,326,37,434,881,489,563,275,45,363
Chr,TU2113,ga,,2,"slr1623, slr1624","slr1623, slr1624","hypothetical protein, hypothetical protein","952105, 953199",2349,800,1917,37,3815,6496,3689,1766,1208,0,1841.5
Chr,TU2118,g,,1,slr1626,slr1626,dihydroneopterin aldolase,952954,575,33,211,0,804,718,1016,408,698,90,491.5
Chr,TU2119,ga,,1,slr1627,slr1627,unknown protein,952953,192,33,173,19,209,440,264,291,930,45,200.5
Chr,TU2122,ga,,2,"slr1628, slr1629","slr1628, slr1629","hypothetical protein, ribosomal large subunit pseudouridine synthase D","952951, 952950",1486,600,824,243,2261,1785,1167,2038,2851,540,1326.5
Chr,TU2124,ai,,0,slr1629,slr1629,ribosomal large subunit pseudouridine synthase D,952950,623,67,268,0,161,205,866,155,304,135,183
Chr,TU2129,ga,,2,"slr1635, slr1636","slr1635, slr1636","putative transposase [ISY203_e], unknown protein","952942, 952941",431,133,345,56,707,326,715,330,587,135,337.5
Chr,TU2133,ga,,2,"slr1638, slr1639","slr1638, slr1639","hypothetical protein, SsrA-binding protein","952939, 952938",6663,3536,5369,505,7094,5971,8733,3823,5019,1846,5194
Chr,TU2146,n,alt,0,slr1644,slr1644,hypothetical protein,954942,527,1301,633,19,713,392,1016,602,498,135,564.5
Chr,TU2147,g,,1,slr1644,slr1644,hypothetical protein,954942,815,100,652,0,905,742,1468,466,1585,180,697
Chr,TU3628,g,,1,slr1652,slr1652,hypothetical protein,951950,671,0,173,0,193,374,301,349,739,135,247
Chr,TU3629,ga,,1,slr1653,slr1653,N-acyl-L-amino acid amidohydrolase,953324,5225,9339,8763,934,4201,3052,13364,6773,1058,1486,4713
Chr,TU3636,n,alt,0,"slr1657, slr1658, slr1659","slr1657, slr1658, slr1659","hypothetical protein, unknown protein, hypothetical protein","953283, 953290, 951946",479,567,383,336,589,452,1092,1145,464,90,471.5
Chr,TU3637,n,alt,0,"slr1657, slr1658, slr1659","slr1657, slr1658, slr1659","hypothetical protein, unknown protein, hypothetical protein","953283, 953290, 951946",863,100,345,0,584,362,376,408,283,45,353.5
Chr,TU3638,ga,,3,"slr1657, slr1658, slr1659","slr1657, slr1658, slr1659","hypothetical protein, unknown protein, hypothetical protein","953283, 953290, 951946",3691,33,575,150,504,169,2974,446,147,180,313
Chr,TU3648,g,,1,slr1664,slr1664,hypothetical protein,951943,2349,534,1112,0,1339,1037,1807,1223,350,315,1074.5
